From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology IDs
WP_075190426.1	A0A1Q8FNT2	unreviewed	A0A1Q8FNT2_9PROT	ABC transporter ATP-binding protein	AWH62_07555	Maricaulis sp. W15	257	ATP binding [GO:0005524]	GO:0005524
WP_075190426.1	A0A495DD43	unreviewed	A0A495DD43_9PROT	Phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein	C7435_1413	Maricaulis maris	257	ATP binding [GO:0005524]	GO:0005524
WP_075189187.1	A0A1Q8FZE3	unreviewed	A0A1Q8FZE3_9PROT	Transmembrane anchor protein	AWH62_14720	Maricaulis sp. W15	228	membrane [GO:0016020]	GO:0016020
WP_011644600.1	Q0AL87	unreviewed	Q0AL87_MARMM	Sodium/proline symporter (Proline permease)	Mmar10_2670	Maricaulis maris (strain MCS10)	541	plasma membrane [GO:0005886]; proline:sodium symporter activity [GO:0005298]; sodium ion binding [GO:0031402]; proline transport [GO:0015824]	GO:0005298; GO:0005886; GO:0015824; GO:0031402
WP_075191498.1	A0A1Q8FHK9	unreviewed	A0A1Q8FHK9_9PROT	Sodium/proline symporter (Proline permease)	AWH62_13120	Maricaulis sp. W15	541	plasma membrane [GO:0005886]; proline:sodium symporter activity [GO:0005298]; sodium ion binding [GO:0031402]; proline transport [GO:0015824]	GO:0005298; GO:0005886; GO:0015824; GO:0031402
WP_075191498.1	A0A495D4S4	unreviewed	A0A495D4S4_9PROT	Sodium/proline symporter (Proline permease)	C7435_2493	Maricaulis maris	541	plasma membrane [GO:0005886]; proline:sodium symporter activity [GO:0005298]; sodium ion binding [GO:0031402]; proline transport [GO:0015824]	GO:0005298; GO:0005886; GO:0015824; GO:0031402
WP_075189086.1	A0A1Q8FZS1	unreviewed	A0A1Q8FZS1_9PROT	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	AWH62_14230	Maricaulis sp. W15	544	plasma membrane [GO:0005886]; respiratory chain complex IV [GO:0045277]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; electron transport coupled proton transport [GO:0015990]; oxidative phosphorylation [GO:0006119]	GO:0004129; GO:0005886; GO:0006119; GO:0015990; GO:0020037; GO:0045277; GO:0046872
WP_068415131.1	A0A150XJZ2	unreviewed	A0A150XJZ2_9BACT	DUF4197 domain-containing protein	AWN68_05160	Roseivirga echinicomitans	235		
WP_011644793.1	Q0AKP4	unreviewed	Q0AKP4_MARMM	peptidoglycan glycosyltransferase (EC 2.4.1.129)	Mmar10_2868	Maricaulis maris (strain MCS10)	669	membrane [GO:0016020]; carboxypeptidase activity [GO:0004180]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]	GO:0004180; GO:0006508; GO:0008658; GO:0008955; GO:0009252; GO:0016020
WP_075190177.1	A0A1Q8FRI9	unreviewed	A0A1Q8FRI9_9PROT	Chromosome partitioning protein ParA	AWH62_06330	Maricaulis sp. W15	285		
WP_075189286.1	A0A1Q8FYW4	unreviewed	A0A1Q8FYW4_9PROT	2-nitropropane dioxygenase	AWH62_15210	Maricaulis sp. W15	320	dioxygenase activity [GO:0051213]; nitronate monooxygenase activity [GO:0018580]	GO:0018580; GO:0051213
WP_023572829.1	V6SDL5	unreviewed	V6SDL5_9FLAO	Integrase	Q767_12875	Flavobacterium enshiense DK69	404	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074
WP_011642321.1	Q0ASR3	unreviewed	Q0ASR3_MARMM	General secretion pathway protein D	Mmar10_0381	Maricaulis maris (strain MCS10)	650	cell outer membrane [GO:0009279]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628]	GO:0009279; GO:0015627; GO:0015628
WP_075189660.1	A0A1Q8FV96	unreviewed	A0A1Q8FV96_9PROT	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	pepA AWH62_03765	Maricaulis sp. W15	494	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]; proteolysis [GO:0006508]	GO:0005737; GO:0006508; GO:0030145; GO:0070006
WP_011642082.1	Q0ATF2	unreviewed	Q0ATF2_MARMM	GCN5-related N-acetyltransferase	Mmar10_0139	Maricaulis maris (strain MCS10)	173	acetyltransferase activity [GO:0016407]	GO:0016407
WP_075188767.1	A0A1Q8G1E4	unreviewed	A0A1Q8G1E4_9PROT	Mannose-1-phosphate guanyltransferase	AWH62_01995	Maricaulis sp. W15	368	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type transporter activity [GO:0140359]; transferase activity [GO:0016740]	GO:0016740; GO:0043190; GO:0140359
WP_075189770.1	A0A1Q8FVA6	unreviewed	A0A1Q8FVA6_9PROT	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr AWH62_04360	Maricaulis sp. W15	186	cytoplasm [GO:0005737]; translational termination [GO:0006415]	GO:0005737; GO:0006415
WP_075189770.1	A0A495DJD4	unreviewed	A0A495DJD4_9PROT	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr C7435_0680	Maricaulis maris	186	cytoplasm [GO:0005737]; translational termination [GO:0006415]	GO:0005737; GO:0006415
WP_075189712.1	A0A1Q8FV90	unreviewed	A0A1Q8FV90_9PROT	Acetyltransferase	AWH62_04050	Maricaulis sp. W15	98	transferase activity [GO:0016740]	GO:0016740
WP_075189711.1	A0A1Q8FV48	unreviewed	A0A1Q8FV48_9PROT	PKHD-type hydroxylase AWH62_04045 (EC 1.14.11.-)	AWH62_04045	Maricaulis sp. W15	219	2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]	GO:0005506; GO:0016706; GO:0031418
WP_075190672.1	A0A1Q8FLK3	unreviewed	A0A1Q8FLK3_9PROT	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	hisA AWH62_08735	Maricaulis sp. W15	244	cytoplasm [GO:0005737]; 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity [GO:0003949]; histidine biosynthetic process [GO:0000105]	GO:0000105; GO:0003949; GO:0005737
WP_011643489.1	Q0APE5	unreviewed	Q0APE5_MARMM	Trimeric intracellular cation channel family protein	Mmar10_1550	Maricaulis maris (strain MCS10)	209	plasma membrane [GO:0005886]	GO:0005886
WP_075190864.1	A0A1Q8FM34	unreviewed	A0A1Q8FM34_9PROT	30S ribosomal protein S8	rpsH AWH62_09845	Maricaulis sp. W15	132	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
WP_075190864.1	A0A495DKP3	unreviewed	A0A495DKP3_9PROT	30S ribosomal protein S8	rpsH C7435_1133	Maricaulis maris	132	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
WP_075190123.1	A0A1Q8FRF0	unreviewed	A0A1Q8FRF0_9PROT	30S ribosomal protein S16	rpsP AWH62_06025	Maricaulis sp. W15	152	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:1990904
WP_075190124.1	A0A1Q8FRH1	unreviewed	A0A1Q8FRH1_9PROT	Ribosome maturation factor RimM	rimM AWH62_06030	Maricaulis sp. W15	181	cytoplasm [GO:0005737]; ribosome [GO:0005840]; ribosome binding [GO:0043022]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]	GO:0005737; GO:0005840; GO:0006364; GO:0042274; GO:0043022
WP_075190124.1	A0A495D433	unreviewed	A0A495D433_9PROT	Ribosome maturation factor RimM	rimM C7435_2000	Maricaulis maris	181	cytoplasm [GO:0005737]; ribosome [GO:0005840]; ribosome binding [GO:0043022]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]	GO:0005737; GO:0005840; GO:0006364; GO:0042274; GO:0043022
WP_011642061.1	Q0ATH3	unreviewed	Q0ATH3_MARMM	Epoxyqueuosine reductase (EC 1.17.99.6) (Queuosine biosynthesis protein QueG)	queG Mmar10_0118	Maricaulis maris (strain MCS10)	372	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; cobalamin binding [GO:0031419]; epoxyqueuosine reductase activity [GO:0052693]; metal ion binding [GO:0046872]; queuosine biosynthetic process [GO:0008616]; tRNA processing [GO:0008033]	GO:0005737; GO:0008033; GO:0008616; GO:0031419; GO:0046872; GO:0051539; GO:0052693
WP_011644721.1	Q0AKW6	unreviewed	Q0AKW6_MARMM	Peptidase M23B	Mmar10_2795	Maricaulis maris (strain MCS10)	401		
WP_011644545.1	Q0ALE2	unreviewed	Q0ALE2_MARMM	Peptidase M16 domain protein	Mmar10_2615	Maricaulis maris (strain MCS10)	910	metal ion binding [GO:0046872]	GO:0046872
WP_075188604.1	A0A1Q8G0W0	unreviewed	A0A1Q8G0W0_9PROT	DUF2312 domain-containing protein	AWH62_01040	Maricaulis sp. W15	94	DNA binding [GO:0003677]	GO:0003677
WP_075188604.1	A0A495DL96	unreviewed	A0A495DL96_9PROT	Uncharacterized protein (UPF0335 family)	C7435_0122	Maricaulis maris	94	DNA binding [GO:0003677]	GO:0003677
WP_075190082.1	A0A1Q8FRR7	unreviewed	A0A1Q8FRR7_9PROT	MarR family transcriptional regulator	AWH62_05810	Maricaulis sp. W15	204	DNA-binding transcription factor activity [GO:0003700]	GO:0003700
WP_075190082.1	A0A495D3Y0	unreviewed	A0A495D3Y0_9PROT	MarR family transcriptional regulator	C7435_1955	Maricaulis maris	204	DNA-binding transcription factor activity [GO:0003700]	GO:0003700
WP_075189050.1	A0A1Q8FZN1	unreviewed	A0A1Q8FZN1_9PROT	Adenine DNA glycosylase (EC 3.2.2.31)	AWH62_14035	Maricaulis sp. W15	355	4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; purine-specific mismatch base pair DNA N-glycosylase activity [GO:0000701]; base-excision repair [GO:0006284]	GO:0000701; GO:0003677; GO:0006284; GO:0046872; GO:0051539
WP_075189050.1	A0A495DDQ0	unreviewed	A0A495DDQ0_9PROT	Adenine DNA glycosylase (EC 3.2.2.31)	C7435_1629	Maricaulis maris	355	4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; purine-specific mismatch base pair DNA N-glycosylase activity [GO:0000701]; base-excision repair [GO:0006284]	GO:0000701; GO:0003677; GO:0006284; GO:0046872; GO:0051539
WP_011642021.1	Q0ATL3	unreviewed	Q0ATL3_MARMM	FHA domain-containing protein	Mmar10_0078	Maricaulis maris (strain MCS10)	683	membrane [GO:0016020]	GO:0016020
WP_075191231.1	A0A1Q8FJ22	unreviewed	A0A1Q8FJ22_9PROT	Alkaline phosphatase	AWH62_11645	Maricaulis sp. W15	566		
WP_034847677.1	A0A0A0CY61	unreviewed	A0A0A0CY61_9PROT	Molybdenum ABC transporter ATP-binding protein	P409_31245	Inquilinus limosus MP06	305	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; molybdate ion transmembrane transporter activity [GO:0015098]	GO:0005524; GO:0015098; GO:0016020; GO:0140359
WP_075190020.1	A0A1Q8FR50	unreviewed	A0A1Q8FR50_9PROT	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	obgE obg AWH62_05480	Maricaulis sp. W15	354	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; magnesium ion binding [GO:0000287]; ribosome biogenesis [GO:0042254]	GO:0000287; GO:0003924; GO:0005525; GO:0005737; GO:0042254
WP_011643734.1	A0A1Q8FMC4	unreviewed	A0A1Q8FMC4_9PROT	30S ribosomal protein S10	rpsJ AWH62_09920	Maricaulis sp. W15	104	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:1990904
WP_011643734.1	Q0ANP9	reviewed	RS10_MARMM	30S ribosomal protein S10	rpsJ Mmar10_1796	Maricaulis maris (strain MCS10)	104	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:1990904
WP_011643734.1	A0A495DMN4	unreviewed	A0A495DMN4_9PROT	30S ribosomal protein S10	rpsJ C7435_1148	Maricaulis maris	104	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:1990904
WP_011643735.1	Q0ANN1	reviewed	EFTU_MARMM	Elongation factor Tu (EF-Tu)	tuf1 Mmar10_1797; tuf2 Mmar10_1814	Maricaulis maris (strain MCS10)	396	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; translation elongation factor activity [GO:0003746]	GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0097216
WP_009800921.1	A3UCP4	unreviewed	A3UCP4_9PROT	DUF4199 domain-containing protein	OA2633_02586	Oceanicaulis sp. HTCC2633	143	membrane [GO:0016020]	GO:0016020
WP_011643520.1	Q0APB4	unreviewed	Q0APB4_MARMM	Transcriptional regulator, AraC family with amidase-like domain	Mmar10_1581	Maricaulis maris (strain MCS10)	335	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0043565
WP_075189156.1	A0A1Q8FZB9	unreviewed	A0A1Q8FZB9_9PROT	Tat pathway signal protein	AWH62_14550	Maricaulis sp. W15	149		
WP_075189156.1	A0A495D585	unreviewed	A0A495D585_9PROT	Tat pathway signal protein	C7435_2207	Maricaulis maris	149		
WP_075189158.1	A0A1Q8FZC3	unreviewed	A0A1Q8FZC3_9PROT	Biotin synthase (EC 2.8.1.6)	bioB AWH62_14560	Maricaulis sp. W15	334	2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; biotin synthase activity [GO:0004076]; iron ion binding [GO:0005506]; biotin biosynthetic process [GO:0009102]	GO:0004076; GO:0005506; GO:0009102; GO:0051537; GO:0051539
WP_075190087.1	A0A1Q8FRE9	unreviewed	A0A1Q8FRE9_9PROT	Heme exporter protein B	AWH62_05830	Maricaulis sp. W15	222	plasma membrane [GO:0005886]; heme transmembrane transporter activity [GO:0015232]; cytochrome complex assembly [GO:0017004]	GO:0005886; GO:0015232; GO:0017004
WP_011642466.1	Q0ASB8	unreviewed	Q0ASB8_MARMM	DUF6460 domain-containing protein	Mmar10_0526	Maricaulis maris (strain MCS10)	106	membrane [GO:0016020]	GO:0016020
WP_011644449.1	Q0ALN8	unreviewed	Q0ALN8_MARMM	MotA/TolQ/ExbB proton channel	Mmar10_2519	Maricaulis maris (strain MCS10)	290	plasma membrane [GO:0005886]; archaeal or bacterial-type flagellum-dependent cell motility [GO:0097588]; ion transport [GO:0006811]	GO:0005886; GO:0006811; GO:0097588
WP_011644003.1	Q0AMX9	reviewed	DNLJ_MARMM	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA Mmar10_2066	Maricaulis maris (strain MCS10)	701	DNA ligase (NAD+) activity [GO:0003911]; metal ion binding [GO:0046872]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	GO:0003911; GO:0006260; GO:0006281; GO:0046872
WP_011644004.1	Q0AMX8	unreviewed	Q0AMX8_MARMM	DNA repair protein RecN (Recombination protein N)	Mmar10_2067	Maricaulis maris (strain MCS10)	565	ATP binding [GO:0005524]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]	GO:0005524; GO:0006281; GO:0006310
WP_075189598.1	A0A1Q8FUS3	unreviewed	A0A1Q8FUS3_9PROT	peptidoglycan glycosyltransferase (EC 2.4.1.129)	AWH62_03425	Maricaulis sp. W15	688	carboxypeptidase activity [GO:0004180]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]	GO:0004180; GO:0006508; GO:0008658; GO:0008955; GO:0009252
WP_075189723.1	A0A1Q8FV63	unreviewed	A0A1Q8FV63_9PROT	SGL domain-containing protein	AWH62_04105	Maricaulis sp. W15	352		
WP_075189299.1	A0A1Q8FYZ6	unreviewed	A0A1Q8FYZ6_9PROT	Phosphate starvation-inducible protein PhoH	AWH62_15295	Maricaulis sp. W15	253	ATP binding [GO:0005524]	GO:0005524
WP_075189299.1	A0A495DCH0	unreviewed	A0A495DCH0_9PROT	PhoH-like protein	C7435_1214	Maricaulis maris	253	ATP binding [GO:0005524]	GO:0005524
WP_075188944.1	A0A495DL54	unreviewed	A0A495DL54_9PROT	ABC-2 type transport system permease protein	C7435_0100	Maricaulis maris	466	membrane [GO:0016020]	GO:0016020
WP_011644292.1	Q0AM46	unreviewed	Q0AM46_MARMM	Rieske (2Fe-2S) domain protein	Mmar10_2355	Maricaulis maris (strain MCS10)	349	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0046872; GO:0051537
WP_011644335.1	Q0AM03	reviewed	SYC_MARMM	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	cysS Mmar10_2398	Maricaulis maris (strain MCS10)	461	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; cysteine-tRNA ligase activity [GO:0004817]; zinc ion binding [GO:0008270]; cysteinyl-tRNA aminoacylation [GO:0006423]	GO:0004817; GO:0005524; GO:0005737; GO:0006423; GO:0008270
WP_011644336.1	Q0AM02	reviewed	GCH1_MARMM	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	folE Mmar10_2399	Maricaulis maris (strain MCS10)	205	GTP binding [GO:0005525]; GTP cyclohydrolase I activity [GO:0003934]; zinc ion binding [GO:0008270]; 7,8-dihydroneopterin 3'-triphosphate biosynthetic process [GO:0035998]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]	GO:0003934; GO:0005525; GO:0006730; GO:0008270; GO:0035998; GO:0046654
WP_075190551.1	A0A1Q8FP71	unreviewed	A0A1Q8FP71_9PROT	EF-hand domain-containing protein	AWH62_08255	Maricaulis sp. W15	201	calcium ion binding [GO:0005509]	GO:0005509
WP_075190551.1	A0A495DCN4	unreviewed	A0A495DCN4_9PROT	EF hand domain-containing protein	C7435_1276	Maricaulis maris	201	calcium ion binding [GO:0005509]	GO:0005509
WP_075190863.1	A0A1Q8FM60	unreviewed	A0A1Q8FM60_9PROT	50S ribosomal protein L6	rplF AWH62_09840	Maricaulis sp. W15	177	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
WP_075190863.1	A0A495DKS3	unreviewed	A0A495DKS3_9PROT	50S ribosomal protein L6	rplF C7435_1132	Maricaulis maris	177	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
WP_011642276.1	Q0ASV8	unreviewed	Q0ASV8_MARMM	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Mmar10_0336	Maricaulis maris (strain MCS10)	359	4-hydroxyphenylpyruvate dioxygenase activity [GO:0003868]; metal ion binding [GO:0046872]; aromatic amino acid metabolic process [GO:0009072]	GO:0003868; GO:0009072; GO:0046872
WP_011643088.1	Q0AQJ6	unreviewed	Q0AQJ6_MARMM	DUF2855 family protein	Mmar10_1148	Maricaulis maris (strain MCS10)	357		
WP_075190492.1	A0A1Q8FNU5	unreviewed	A0A1Q8FNU5_9PROT	DUF885 domain-containing protein	AWH62_07930	Maricaulis sp. W15	629		
WP_075190168.1	A0A1Q8FRI0	unreviewed	A0A1Q8FRI0_9PROT	Two-component system response regulator	AWH62_06275	Maricaulis sp. W15	228	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	GO:0000160; GO:0003677; GO:0006355
WP_075190168.1	A0A495D484	unreviewed	A0A495D484_9PROT	Winged helix family two component transcriptional regulator	C7435_2050	Maricaulis maris	228	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	GO:0000160; GO:0003677; GO:0006355
WP_011644226.1	Q0AMB2	unreviewed	Q0AMB2_MARMM	Amidohydrolase 3	Mmar10_2289	Maricaulis maris (strain MCS10)	579	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]	GO:0016810
WP_075191327.1	A0A1Q8FJC6	unreviewed	A0A1Q8FJC6_9PROT	50S ribosomal protein L28	rpmB AWH62_12245	Maricaulis sp. W15	94	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904
WP_075191327.1	A0A495CVU5	unreviewed	A0A495CVU5_9PROT	50S ribosomal protein L28	rpmB C7435_3347	Maricaulis maris	94	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904
WP_075190092.1	A0A1Q8FRS9	unreviewed	A0A1Q8FRS9_9PROT	histidine kinase (EC 2.7.13.3)	AWH62_05860	Maricaulis sp. W15	440	membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0016020
WP_075190092.1	A0A495D3Z4	unreviewed	A0A495D3Z4_9PROT	histidine kinase (EC 2.7.13.3)	C7435_1966	Maricaulis maris	440	membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0016020
WP_011644790.1	Q0AKP7	unreviewed	Q0AKP7_MARMM	Electron transport protein SCO1/SenC	Mmar10_2865	Maricaulis maris (strain MCS10)	210	membrane [GO:0016020]	GO:0016020
WP_011644963.1	Q0AK74	unreviewed	Q0AK74_MARMM	Transcriptional regulator, XRE family	Mmar10_3038	Maricaulis maris (strain MCS10)	140	DNA binding [GO:0003677]	GO:0003677
WP_011644962.1	Q0AK75	unreviewed	Q0AK75_MARMM	Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269)	lnt Mmar10_3037	Maricaulis maris (strain MCS10)	537	plasma membrane [GO:0005886]; N-acyltransferase activity [GO:0016410]; lipoprotein biosynthetic process [GO:0042158]	GO:0005886; GO:0016410; GO:0042158
WP_075188895.1	A0A1Q8G1T4	unreviewed	A0A1Q8G1T4_9PROT	ABC transporter permease	AWH62_02690	Maricaulis sp. W15	583	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]	GO:0005524; GO:0016020; GO:0140359
WP_075188895.1	A0A495DMY0	unreviewed	A0A495DMY0_9PROT	ABC-type multidrug transport system fused ATPase/permease subunit	C7435_0453	Maricaulis maris	583	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]	GO:0005524; GO:0016020; GO:0140359
WP_011644373.1	Q0ALW5	unreviewed	Q0ALW5_MARMM	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase)	Mmar10_2436	Maricaulis maris (strain MCS10)	885	cobalamin binding [GO:0031419]; methionine synthase activity [GO:0008705]; zinc ion binding [GO:0008270]; methylation [GO:0032259]; pteridine-containing compound metabolic process [GO:0042558]	GO:0008270; GO:0008705; GO:0031419; GO:0032259; GO:0042558
WP_011643456.1	Q0APH8	unreviewed	Q0APH8_MARMM	HTH marR-type domain-containing protein	Mmar10_1517	Maricaulis maris (strain MCS10)	159	DNA-binding transcription factor activity [GO:0003700]	GO:0003700
WP_011643218.1	Q0AQ66	unreviewed	Q0AQ66_MARMM	Major facilitator superfamily MFS_1	Mmar10_1279	Maricaulis maris (strain MCS10)	392	transmembrane transporter activity [GO:0022857]	GO:0022857
WP_011642291.1	Q0ASU3	unreviewed	Q0ASU3_MARMM	Pyruvate flavodoxin/ferredoxin oxidoreductase domain protein	Mmar10_0351	Maricaulis maris (strain MCS10)	611	oxidoreductase activity, acting on the aldehyde or oxo group of donors [GO:0016903]	GO:0016903
WP_075190103.1	A0A1Q8FRF4	unreviewed	A0A1Q8FRF4_9PROT	DUF2905 domain-containing protein	AWH62_05915	Maricaulis sp. W15	97	membrane [GO:0016020]	GO:0016020
WP_075190100.1	A0A1Q8FRF5	unreviewed	A0A1Q8FRF5_9PROT	Histidine kinase	AWH62_05900	Maricaulis sp. W15	176		
WP_013688413.1	F2IES9	unreviewed	F2IES9_FLUTR	TPR_REGION domain-containing protein	Fluta_3678	Fluviicola taffensis (strain DSM 16823 / NCIMB 13979 / RW262)	444		
WP_011644539.1	Q0ALE8	unreviewed	Q0ALE8_MARMM	ABC transporter related protein	Mmar10_2609	Maricaulis maris (strain MCS10)	226	ATP binding [GO:0005524]	GO:0005524
WP_072995108.1	A0A1M6M899	unreviewed	A0A1M6M899_9FLAO	Hemerythrin HHE cation binding domain-containing protein	SAMN04488513_10937	Pseudozobellia thermophila	144		
WP_075191409.1	A0A1Q8FIC0	unreviewed	A0A1Q8FIC0_9PROT	MBOAT family protein	AWH62_12660	Maricaulis sp. W15	506	plasma membrane [GO:0005886]; acyltransferase activity [GO:0016746]; alginic acid biosynthetic process [GO:0042121]	GO:0005886; GO:0016746; GO:0042121
WP_075188851.1	A0A1Q8G1P2	unreviewed	A0A1Q8G1P2_9PROT	Salt-induced outer membrane protein	AWH62_02445	Maricaulis sp. W15	357		
WP_011642519.1	Q0AS65	unreviewed	Q0AS65_MARMM	Salt-induced outer membrane protein	Mmar10_0579	Maricaulis maris (strain MCS10)	356		
WP_074219391.1	A0A1N6IEJ5	unreviewed	A0A1N6IEJ5_9RHOB	Carbonic anhydrase	SAMN05444722_1321	Rhodovulum sp. ES.010	193	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]	GO:0004089; GO:0008270
WP_068359908.1	A0A1B8U1I1	unreviewed	A0A1B8U1I1_9FLAO	CPXCG motif-containing cysteine-rich protein	LPB301_07900	Polaribacter reichenbachii	60		
