gene_id,KO_id,KO_acc,GO_IDs,GO_terms
2607587831,2607587831,BCL35779.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607587834,2607587834,MBS9771762.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607587836,2607587836,NES63807.1,GO:0006310;GO:0015074;GO:0003677,DNA recombination;DNA integration;DNA binding
2607587837,2607587837,WP_190946540.1,GO:0003676,nucleic acid binding
2607587839,2607587839,NEQ77952.1,GO:0006310;GO:0015074;GO:0003677,DNA recombination;DNA integration;DNA binding
2607587844,2607587844,WP_124143258.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607587848,2607587848,WP_190946540.1,GO:0003676,nucleic acid binding
2607587852,2607587852,TVQ18099.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607587853,2607587853,NEP05937.1,GO:0006313,"transposition, DNA-mediated"
2607587854,2607587854,MCL2931188.1,GO:0016757;GO:0003824;GO:0016740,glycosyltransferase activity;catalytic activity;transferase activity
2607587859,2607587859,MBS9772526.1,GO:0055085;GO:0005319;GO:0005524;GO:0016887;GO:0140359;GO:0016020;GO:0006810;GO:0009987;GO:0051179;GO:0051234;GO:0003824;GO:0005215;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0017111;GO:0022804;GO:0022857;GO:0140657,"transmembrane transport;lipid transporter activity;ATP binding;ATP hydrolysis activity;ABC-type transporter activity;membrane;transport;cellular process;localization;establishment of localization;catalytic activity;transporter activity;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ribonucleoside triphosphate phosphatase activity;active transmembrane transporter activity;transmembrane transporter activity;ATP-dependent activity"
2607587876,2607587876,MBS9772612.1,GO:0016020;GO:0031224;GO:0110165,membrane;obsolete intrinsic component of membrane;cellular anatomical entity
2607587878,2607587878,MBS9772610.1,GO:0016491,oxidoreductase activity
2607587879,2607587879,MBS9772609.1,GO:0016491,oxidoreductase activity
2607587880,2607587880,MBS9772608.1,GO:0016491,oxidoreductase activity
2607587887,2607587887,MBS9772968.1,GO:0008610;GO:0005506;GO:0016491;GO:0005773;GO:0005783;GO:0005886;GO:0005622;GO:0005737;GO:0012505;GO:0016020;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0071944;GO:0110165,lipid biosynthetic process;iron ion binding;oxidoreductase activity;vacuole;endoplasmic reticulum;plasma membrane;intracellular anatomical structure;cytoplasm;endomembrane system;membrane;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;cell periphery;cellular anatomical entity
2607587888,2607587888,MBS9772967.1,GO:0008610;GO:0005506;GO:0016491,lipid biosynthetic process;iron ion binding;oxidoreductase activity
2607587889,2607587889,MBS9772966.1,GO:0016757;GO:0003824;GO:0016740,glycosyltransferase activity;catalytic activity;transferase activity
2607587891,2607587891,MBS9771762.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607587892,2607587892,MBS9770693.1,GO:0006478;GO:0005515;GO:0008476;GO:0005773;GO:0005794;GO:0005886;GO:0003824;GO:0008146;GO:0016740;GO:0005622;GO:0005737;GO:0012505;GO:0016020;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0071944;GO:0110165,peptidyl-tyrosine sulfation;protein binding;protein-tyrosine sulfotransferase activity;vacuole;Golgi apparatus;plasma membrane;catalytic activity;sulfotransferase activity;transferase activity;intracellular anatomical structure;cytoplasm;endomembrane system;membrane;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;cell periphery;cellular anatomical entity
2607587894,2607587894,NES05413.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607587895,2607587895,NES71031.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607587896,2607587896,MBS9770487.1,GO:0006629;GO:0016627,"lipid metabolic process;oxidoreductase activity, acting on the CH-CH group of donors"
2607587899,2607587899,MBS9770490.1,GO:0003729;GO:0005515;GO:0003676;GO:0003723;GO:0005488;GO:0097159;GO:1901363,mRNA binding;protein binding;nucleic acid binding;RNA binding;binding;organic cyclic compound binding;heterocyclic compound binding
2607587901,2607587901,MBS9770492.1,GO:0005515,protein binding
2607587903,2607587903,MBS9770494.1,GO:0018105;GO:0044260;GO:0046777;GO:1905037;GO:0004674;GO:0005524;GO:0005776;GO:0016020;GO:0006468;GO:0006793;GO:0006796;GO:0006807;GO:0006914;GO:0006996;GO:0007033;GO:0008152;GO:0009056;GO:0009987;GO:0016043;GO:0016236;GO:0016310;GO:0018193;GO:0018209;GO:0019538;GO:0036211;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0044248;GO:0061919;GO:0071704;GO:0071840;GO:1901564;GO:0003824;GO:0004672;GO:0016301;GO:0016740;GO:0016772;GO:0016773;GO:0140096;GO:0005622;GO:0005737;GO:0005773;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0110165,"peptidyl-serine phosphorylation;cellular macromolecule metabolic process;protein autophosphorylation;autophagosome organization;protein serine/threonine kinase activity;ATP binding;autophagosome;membrane;protein phosphorylation;phosphorus metabolic process;phosphate-containing compound metabolic process;nitrogen compound metabolic process;autophagy;organelle organization;vacuole organization;metabolic process;catabolic process;cellular process;cellular component organization;macroautophagy;phosphorylation;peptidyl-amino acid modification;peptidyl-serine modification;protein metabolic process;protein modification process;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;cellular catabolic process;process utilizing autophagic mechanism;organic substance metabolic process;cellular component organization or biogenesis;organonitrogen compound metabolic process;catalytic activity;protein kinase activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;catalytic activity, acting on a protein;intracellular anatomical structure;cytoplasm;vacuole;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;cellular anatomical entity"
2607587904,2607587904,MBS9770495.1,GO:0034605;GO:0005524;GO:0016887;GO:0005737;GO:0006950;GO:0009266;GO:0009408;GO:0009628;GO:0009987;GO:0033554;GO:0050896;GO:0051716;GO:0003824;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0017111;GO:0140657;GO:0005622;GO:0110165,"cellular response to heat;ATP binding;ATP hydrolysis activity;cytoplasm;response to stress;response to temperature stimulus;response to heat;response to abiotic stimulus;cellular process;cellular response to stress;response to stimulus;cellular response to stimulus;catalytic activity;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ribonucleoside triphosphate phosphatase activity;ATP-dependent activity;intracellular anatomical structure;cellular anatomical entity"
2607587912,2607587912,MBS9770500.1,GO:0007064;GO:0016573;GO:0044260;GO:0008080;GO:0005737;GO:0031248;GO:0000070;GO:0000278;GO:0000280;GO:0000819;GO:0006473;GO:0006475;GO:0006807;GO:0006996;GO:0007049;GO:0007059;GO:0007062;GO:0008152;GO:0009987;GO:0016043;GO:0016570;GO:0018193;GO:0018205;GO:0018393;GO:0018394;GO:0019538;GO:0022402;GO:0036211;GO:0043170;GO:0043412;GO:0043543;GO:0044237;GO:0044238;GO:0048285;GO:0051276;GO:0071704;GO:0071840;GO:0098813;GO:0140014;GO:1901564;GO:1903047;GO:0003824;GO:0016407;GO:0016410;GO:0016740;GO:0016746;GO:0016747;GO:0005622;GO:0032991;GO:0110165;GO:0140535;GO:1902493;GO:1902494;GO:1990234,"mitotic sister chromatid cohesion;histone acetylation;cellular macromolecule metabolic process;N-acetyltransferase activity;cytoplasm;protein acetyltransferase complex;mitotic sister chromatid segregation;mitotic cell cycle;nuclear division;sister chromatid segregation;protein acetylation;internal protein amino acid acetylation;nitrogen compound metabolic process;organelle organization;cell cycle;chromosome segregation;sister chromatid cohesion;metabolic process;cellular process;cellular component organization;histone modification;peptidyl-amino acid modification;peptidyl-lysine modification;internal peptidyl-lysine acetylation;peptidyl-lysine acetylation;protein metabolic process;cell cycle process;protein modification process;macromolecule metabolic process;macromolecule modification;protein acylation;cellular metabolic process;primary metabolic process;organelle fission;chromosome organization;organic substance metabolic process;cellular component organization or biogenesis;nuclear chromosome segregation;mitotic nuclear division;organonitrogen compound metabolic process;mitotic cell cycle process;catalytic activity;acetyltransferase activity;N-acyltransferase activity;transferase activity;acyltransferase activity;acyltransferase activity, transferring groups other than amino-acyl groups;intracellular anatomical structure;protein-containing complex;cellular anatomical entity;intracellular protein-containing complex;acetyltransferase complex;catalytic complex;transferase complex"
2607587917,2607587917,MBS9770505.1,GO:0042823;GO:0050570;GO:0051287,pyridoxal phosphate biosynthetic process;4-hydroxythreonine-4-phosphate dehydrogenase activityD binding
2607587924,2607587924,MBS9770512.1,GO:1901607;GO:0008483;GO:0005777;GO:0016020;GO:0006082;GO:0006520;GO:0006807;GO:0008152;GO:0008652;GO:0009058;GO:0009987;GO:0016053;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:0003824;GO:0016740;GO:0005622;GO:0005737;GO:0042579;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0110165,alpha-amino acid biosynthetic process;transaminase activity;peroxisome;membrane;organic acid metabolic process;amino acid metabolic process;nitrogen compound metabolic process;metabolic process;amino acid biosynthetic process;biosynthetic process;cellular process;organic acid biosynthetic process;carboxylic acid metabolic process;oxoacid metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;small molecule metabolic process;small molecule biosynthetic process;carboxylic acid biosynthetic process;organic substance metabolic process;organonitrogen compound metabolic process;organonitrogen compound biosynthetic process;organic substance biosynthetic process;alpha-amino acid metabolic process;catalytic activity;transferase activity;intracellular anatomical structure;cytoplasm;microbody;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;cellular anatomical entity
2607587936,2607587936,MBS9770909.1,GO:0016757;GO:0003824;GO:0016740,glycosyltransferase activity;catalytic activity;transferase activity
2607587938,2607587938,MBS9770908.1,GO:0006633;GO:0070566;GO:0005886;GO:0006082;GO:0006629;GO:0006631;GO:0008152;GO:0008610;GO:0009058;GO:0009987;GO:0016053;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:0072330;GO:1901576;GO:0003824;GO:0016740;GO:0016772;GO:0016779;GO:0016020;GO:0071944;GO:0110165,"fatty acid biosynthetic process;adenylyltransferase activity;plasma membrane;organic acid metabolic process;lipid metabolic process;fatty acid metabolic process;metabolic process;lipid biosynthetic process;biosynthetic process;cellular process;organic acid biosynthetic process;carboxylic acid metabolic process;monocarboxylic acid metabolic process;oxoacid metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular lipid metabolic process;small molecule metabolic process;small molecule biosynthetic process;carboxylic acid biosynthetic process;organic substance metabolic process;monocarboxylic acid biosynthetic process;organic substance biosynthetic process;catalytic activity;transferase activity;transferase activity, transferring phosphorus-containing groups;nucleotidyltransferase activity;membrane;cell periphery;cellular anatomical entity"
2607587947,2607587947,BCL35779.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607587950,2607587950,MBS9773120.1,GO:0008168,methyltransferase activity
2607587955,2607587955,MBS9773125.1,GO:0006869;GO:1901264;GO:0005886;GO:0009279;GO:0006810;GO:0010876;GO:0033036;GO:0051179;GO:0051234;GO:0071702;GO:0016020;GO:0019867;GO:0030312;GO:0030313;GO:0031975;GO:0071944;GO:0110165,lipid transport;carbohydrate derivative transport;plasma membrane;cell outer membrane;transport;lipid localization;macromolecule localization;localization;establishment of localization;organic substance transport;membrane;outer membrane;external encapsulating structure;cell envelope;envelope;cell periphery;cellular anatomical entity
2607587959,2607587959,MCL2934719.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607587962,2607587962,MBS9773133.1,GO:0003676,nucleic acid binding
2607587965,2607587965,MCH2047918.1,GO:0019725;GO:0043161;GO:0065008;GO:0043130;GO:0005634;GO:0005737;GO:0016020;GO:0006508;GO:0006511;GO:0006807;GO:0008152;GO:0009056;GO:0009057;GO:0009987;GO:0010498;GO:0019538;GO:0019941;GO:0030163;GO:0042592;GO:0043170;GO:0043632;GO:0044237;GO:0044238;GO:0044248;GO:0044260;GO:0044265;GO:0051603;GO:0065007;GO:0071704;GO:1901564;GO:1901565;GO:1901575;GO:0005488;GO:0005515;GO:0005622;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0110165,cellular homeostasis;proteasome-mediated ubiquitin-dependent protein catabolic process;regulation of biological quality;ubiquitin binding;nucleus;cytoplasm;membrane;proteolysis;ubiquitin-dependent protein catabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;macromolecule catabolic process;cellular process;proteasomal protein catabolic process;protein metabolic process;modification-dependent protein catabolic process;protein catabolic process;homeostatic process;macromolecule metabolic process;modification-dependent macromolecule catabolic process;cellular metabolic process;primary metabolic process;cellular catabolic process;cellular macromolecule metabolic process;cellular macromolecule catabolic process;proteolysis involved in protein catabolic process;biological regulation;organic substance metabolic process;organonitrogen compound metabolic process;organonitrogen compound catabolic process;organic substance catabolic process;binding;protein binding;intracellular anatomical structure;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;cellular anatomical entity
2607587966,2607587966,OZH51784.1,GO:0016020,membrane
2607587970,2607587970,MBS9773140.1,GO:0016020,membrane
2607587972,2607587972,MCH2047912.1,GO:0005515,protein binding
2607587973,2607587973,MBS9773143.1,GO:0003824,catalytic activity
2607587984,2607587984,MCH2050733.1,GO:0034587;GO:0005515;GO:0043186;GO:0006139;GO:0006725;GO:0006807;GO:0008152;GO:0009987;GO:0016070;GO:0034641;GO:0034660;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360;GO:0005622;GO:0005737;GO:0035770;GO:0036464;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0099080;GO:0110165,piRNA processing;protein binding;P granule;nucleobase-containing compound metabolic process;cellular aromatic compound metabolic process;nitrogen compound metabolic process;metabolic process;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;ncRNA metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;heterocycle metabolic process;organic substance metabolic process;nucleic acid metabolic process;organic cyclic compound metabolic process;intracellular anatomical structure;cytoplasm;ribonucleoprotein granule;cytoplasmic ribonucleoprotein granule;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;supramolecular complex;cellular anatomical entity
2607587985,2607587985,MBS9773156.1,GO:0009245;GO:0005543;GO:0008915;GO:0005975;GO:0006629;GO:0006643;GO:0006644;GO:0006664;GO:0006793;GO:0006796;GO:0008152;GO:0008610;GO:0008654;GO:0009058;GO:0009247;GO:0009312;GO:0009987;GO:0016051;GO:0019637;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0046467;GO:0071704;GO:0090407;GO:1901135;GO:1901137;GO:1901576;GO:1903509;GO:0005488;GO:0008289,lipid A biosynthetic process;phospholipid binding;lipid-A-disaccharide synthase activity;carbohydrate metabolic process;lipid metabolic process;membrane lipid metabolic process;phospholipid metabolic process;glycolipid metabolic process;phosphorus metabolic process;phosphate-containing compound metabolic process;metabolic process;lipid biosynthetic process;phospholipid biosynthetic process;biosynthetic process;glycolipid biosynthetic process;oligosaccharide biosynthetic process;cellular process;carbohydrate biosynthetic process;organophosphate metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular lipid metabolic process;membrane lipid biosynthetic process;organic substance metabolic process;organophosphate biosynthetic process;carbohydrate derivative metabolic process;carbohydrate derivative biosynthetic process;organic substance biosynthetic process;liposaccharide metabolic process;binding;lipid binding
2607587990,2607587990,MCL2928326.1,GO:0035269;GO:0000030;GO:0005515;GO:0006486;GO:0006493;GO:0006807;GO:0008152;GO:0009058;GO:0009059;GO:0009100;GO:0009101;GO:0009987;GO:0019538;GO:0034645;GO:0035268;GO:0036211;GO:0043170;GO:0043412;GO:0043413;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0070085;GO:0071704;GO:0097502;GO:1901135;GO:1901137;GO:1901564;GO:1901566;GO:1901576;GO:0003824;GO:0016740;GO:0016757;GO:0016758,protein O-linked mannosylation;mannosyltransferase activity;protein binding;protein glycosylation;protein O-linked glycosylation;nitrogen compound metabolic process;metabolic process;biosynthetic process;macromolecule biosynthetic process;glycoprotein metabolic process;glycoprotein biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;protein mannosylation;protein modification process;macromolecule metabolic process;macromolecule modification;macromolecule glycosylation;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;glycosylation;organic substance metabolic process;mannosylation;carbohydrate derivative metabolic process;carbohydrate derivative biosynthetic process;organonitrogen compound metabolic process;organonitrogen compound biosynthetic process;organic substance biosynthetic process;catalytic activity;transferase activity;glycosyltransferase activity;hexosyltransferase activity
2607587991,2607587991,MBS9769591.1,GO:0008168,methyltransferase activity
2607587993,2607587993,MBS9769593.1,GO:0016757;GO:0003824;GO:0016740,glycosyltransferase activity;catalytic activity;transferase activity
2607587994,2607587994,MBS9769594.1,GO:0005515,protein binding
2607587995,2607587995,MBS9769595.1,GO:0015979;GO:0030089,photosynthesis;phycobilisome
2607588000,2607588000,MBS9769599.1,GO:0000160;GO:0006935;GO:0016310;GO:0000155;GO:0005737;GO:0007165;GO:0004673;GO:0016772,"phosphorelay signal transduction system;chemotaxis;phosphorylation;phosphorelay sensor kinase activity;cytoplasm;signal transduction;protein histidine kinase activity;transferase activity, transferring phosphorus-containing groups"
2607588008,2607588008,MBS9769604.1,GO:0006935;GO:0007165;GO:0005829;GO:0009605;GO:0040011;GO:0042221;GO:0042330;GO:0050896;GO:0005622;GO:0005737;GO:0110165,chemotaxis;signal transduction;cytosol;response to external stimulus;locomotion;response to chemical;taxis;response to stimulus;intracellular anatomical structure;cytoplasm;cellular anatomical entity
2607588015,2607588015,MBS9769611.1,GO:0004222;GO:0003824;GO:0004175;GO:0008233;GO:0008237;GO:0016787;GO:0140096,"metalloendopeptidase activity;catalytic activity;endopeptidase activity;peptidase activity;metallopeptidase activity;hydrolase activity;catalytic activity, acting on a protein"
2607588017,2607588017,MBS9769613.1,GO:0016757;GO:0003824;GO:0016740,glycosyltransferase activity;catalytic activity;transferase activity
2607588018,2607588018,MBS9769614.1,GO:0005515,protein binding
2607588019,2607588019,MBS9769615.1,GO:0005515,protein binding
2607588022,2607588022,MCL2930526.1,GO:0007018;GO:0008092;GO:0005737;GO:0005871;GO:0016020;GO:0043227;GO:0006928;GO:0007017;GO:0009987;GO:0005488;GO:0005515;GO:0005622;GO:0005856;GO:0005875;GO:0015630;GO:0032991;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0110165,microtubule-based movement;cytoskeletal protein binding;cytoplasm;kinesin complex;membrane;membrane-bounded organelle;obsolete movement of cell or subcellular component;microtubule-based process;cellular process;binding;protein binding;intracellular anatomical structure;cytoskeleton;microtubule associated complex;microtubule cytoskeleton;protein-containing complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;cellular anatomical entity
2607588025,2607588025,MCL2939412.1,GO:0005515,protein binding
2607588026,2607588026,MCL2936058.1,GO:0009306;GO:0071806;GO:0008320;GO:0032991;GO:0006810;GO:0008104;GO:0009987;GO:0015031;GO:0032940;GO:0033036;GO:0035592;GO:0045184;GO:0046903;GO:0051179;GO:0051234;GO:0055085;GO:0071692;GO:0071702;GO:0071705;GO:0140352;GO:0005215;GO:0022857,protein secretion;protein transmembrane transport;protein transmembrane transporter activity;protein-containing complex;transport;protein localization;cellular process;protein transport;secretion by cell;macromolecule localization;establishment of protein localization to extracellular region;establishment of protein localization;secretion;localization;establishment of localization;transmembrane transport;protein localization to extracellular region;organic substance transport;nitrogen compound transport;export from cell;transporter activity;transmembrane transporter activity
2607588038,2607588038,MBS9770142.1,GO:0016116,carotenoid metabolic process
2607588041,2607588041,MBS9770139.1,GO:0006154;GO:0009112;GO:0034654;GO:0044283;GO:0046148;GO:0072522;GO:1901137;GO:0004000;GO:0005829;GO:0006139;GO:0006152;GO:0006725;GO:0006807;GO:0008152;GO:0009056;GO:0009058;GO:0009116;GO:0009119;GO:0009164;GO:0009987;GO:0018130;GO:0019438;GO:0019439;GO:0034641;GO:0034655;GO:0034656;GO:0042278;GO:0042440;GO:0044237;GO:0044238;GO:0044248;GO:0044249;GO:0044270;GO:0044271;GO:0044281;GO:0044282;GO:0046085;GO:0046128;GO:0046483;GO:0046700;GO:0055086;GO:0071704;GO:0072521;GO:0072523;GO:1901135;GO:1901136;GO:1901360;GO:1901361;GO:1901362;GO:1901564;GO:1901565;GO:1901566;GO:1901575;GO:1901576;GO:1901657;GO:1901658;GO:0003824;GO:0016787;GO:0016810;GO:0016814;GO:0019239;GO:0005622;GO:0005737;GO:0110165,"adenosine catabolic process;nucleobase metabolic process;nucleobase-containing compound biosynthetic process;small molecule biosynthetic process;pigment biosynthetic process;purine-containing compound biosynthetic process;carbohydrate derivative biosynthetic process;adenosine deaminase activity;cytosol;nucleobase-containing compound metabolic process;purine nucleoside catabolic process;cellular aromatic compound metabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;biosynthetic process;nucleoside metabolic process;ribonucleoside metabolic process;nucleoside catabolic process;cellular process;heterocycle biosynthetic process;aromatic compound biosynthetic process;aromatic compound catabolic process;cellular nitrogen compound metabolic process;nucleobase-containing compound catabolic process;nucleobase-containing small molecule catabolic process;purine nucleoside metabolic process;pigment metabolic process;cellular metabolic process;primary metabolic process;cellular catabolic process;cellular biosynthetic process;cellular nitrogen compound catabolic process;cellular nitrogen compound biosynthetic process;small molecule metabolic process;small molecule catabolic process;adenosine metabolic process;purine ribonucleoside metabolic process;heterocycle metabolic process;heterocycle catabolic process;nucleobase-containing small molecule metabolic process;organic substance metabolic process;purine-containing compound metabolic process;purine-containing compound catabolic process;carbohydrate derivative metabolic process;carbohydrate derivative catabolic process;organic cyclic compound metabolic process;organic cyclic compound catabolic process;organic cyclic compound biosynthetic process;organonitrogen compound metabolic process;organonitrogen compound catabolic process;organonitrogen compound biosynthetic process;organic substance catabolic process;organic substance biosynthetic process;glycosyl compound metabolic process;glycosyl compound catabolic process;catalytic activity;hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines;deaminase activity;intracellular anatomical structure;cytoplasm;cellular anatomical entity"
2607588051,2607588051,MBS9770132.1,GO:0008198;GO:0016791;GO:0003824;GO:0005488;GO:0005506;GO:0016787;GO:0016788;GO:0042578;GO:0043167;GO:0043169;GO:0046872;GO:0046914,"ferrous iron binding;phosphatase activity;catalytic activity;binding;iron ion binding;hydrolase activity;hydrolase activity, acting on ester bonds;phosphoric ester hydrolase activity;ion binding;cation binding;metal ion binding;transition metal ion binding"
2607588059,2607588059,MBS9772632.1,GO:0004462;GO:0046872,lactoylglutathione lyase activity;metal ion binding
2607588060,2607588060,MCH2047228.1,GO:0003824,catalytic activity
2607588063,2607588063,MCH2047228.1,GO:0009152;GO:0009206;GO:0003938;GO:0006139;GO:0006163;GO:0006164;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008152;GO:0009058;GO:0009117;GO:0009141;GO:0009142;GO:0009144;GO:0009145;GO:0009150;GO:0009165;GO:0009199;GO:0009201;GO:0009205;GO:0009259;GO:0009260;GO:0009987;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046390;GO:0046483;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:0003824;GO:0016491;GO:0016616,"purine ribonucleotide biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;IMP dehydrogenase activity;nucleobase-containing compound metabolic process;purine nucleotide metabolic process;purine nucleotide biosynthetic process;cellular aromatic compound metabolic process;nucleoside phosphate metabolic process;phosphorus metabolic process;phosphate-containing compound metabolic process;nitrogen compound metabolic process;metabolic process;biosynthetic process;nucleotide metabolic process;nucleoside triphosphate metabolic process;nucleoside triphosphate biosynthetic process;purine nucleoside triphosphate metabolic process;purine nucleoside triphosphate biosynthetic process;purine ribonucleotide metabolic process;nucleotide biosynthetic process;ribonucleoside triphosphate metabolic process;ribonucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate metabolic process;ribonucleotide metabolic process;ribonucleotide biosynthetic process;cellular process;heterocycle biosynthetic process;aromatic compound biosynthetic process;organophosphate metabolic process;ribose phosphate metabolic process;cellular nitrogen compound metabolic process;nucleobase-containing compound biosynthetic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular nitrogen compound biosynthetic process;small molecule metabolic process;ribose phosphate biosynthetic process;heterocycle metabolic process;nucleobase-containing small molecule metabolic process;organic substance metabolic process;purine-containing compound metabolic process;purine-containing compound biosynthetic process;organophosphate biosynthetic process;carbohydrate derivative metabolic process;carbohydrate derivative biosynthetic process;nucleoside phosphate biosynthetic process;organic cyclic compound metabolic process;organic cyclic compound biosynthetic process;organonitrogen compound metabolic process;organonitrogen compound biosynthetic process;organic substance biosynthetic process;catalytic activity;oxidoreductase activity;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
2607588070,2607588070,MBS9770646.1,GO:0009987;GO:0044419;GO:0005515;GO:0005886;GO:0009279;GO:0022610;GO:0044764;GO:0016020;GO:0019867;GO:0030312;GO:0030313;GO:0031975;GO:0071944;GO:0110165,cellular process;biological process involved in interspecies interaction between organisms;protein binding;plasma membrane;cell outer membrane;obsolete biological adhesion;obsolete multi-organism cellular process;membrane;outer membrane;external encapsulating structure;cell envelope;envelope;cell periphery;cellular anatomical entity
2607588072,2607588072,NEP46670.1,GO:0006744;GO:0016831;GO:0005829;GO:0008152;GO:0009058;GO:0009987;GO:0042180;GO:0044237;GO:0044249;GO:0044281;GO:0044283;GO:0071704;GO:1901576;GO:1901661;GO:0003824;GO:0016829;GO:0016830;GO:0005622;GO:0005737;GO:0110165,ubiquinone biosynthetic process;carboxy-lyase activity;cytosol;metabolic process;biosynthetic process;cellular process;cellular ketone metabolic process;cellular metabolic process;cellular biosynthetic process;small molecule metabolic process;small molecule biosynthetic process;organic substance metabolic process;organic substance biosynthetic process;quinone metabolic process;catalytic activity;lyase activity;carbon-carbon lyase activity;intracellular anatomical structure;cytoplasm;cellular anatomical entity
2607588073,2607588073,GGA09355.1,GO:0006744;GO:0016831;GO:0005829;GO:0008152;GO:0009058;GO:0009987;GO:0042180;GO:0044237;GO:0044249;GO:0044281;GO:0044283;GO:0071704;GO:1901576;GO:1901661;GO:0003824;GO:0016829;GO:0016830;GO:0005622;GO:0005737;GO:0110165,ubiquinone biosynthetic process;carboxy-lyase activity;cytosol;metabolic process;biosynthetic process;cellular process;cellular ketone metabolic process;cellular metabolic process;cellular biosynthetic process;small molecule metabolic process;small molecule biosynthetic process;organic substance metabolic process;organic substance biosynthetic process;quinone metabolic process;catalytic activity;lyase activity;carbon-carbon lyase activity;intracellular anatomical structure;cytoplasm;cellular anatomical entity
