id,gene_id,gene_name,KO
2641945772,K09989,uncharacterized protein,K09989
2641945784,K05516,curved DNA-binding protein,K05516
2641945786,K00975,glucose-1-phosphate adenylyltransferase [EC:2.7.7.27],K00975
2641945789,K01208,cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase [EC:3.2.1.54 3.2.1.133 3.2.1.135],K01208
2641945798,K09118,uncharacterized protein,K09118
2641945805,K07447,putative pre-16S rRNA nuclease [EC:3.1.-.-],K07447
2641945807,K07082,UPF0755 protein,K07082
2641945808,K07015,putative phosphatase [EC:3.1.3.-],K07015
2641945812,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",K03088
2641945813,K03635,molybdopterin synthase catalytic subunit [EC:2.8.1.12],K03635
2641945814,K00609,aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2],K00609
2641945817,K13541,cobalt-precorrin 5A hydrolase / cobalt-factor III methyltransferase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.272 2.1.1.131],K13541
2641945832,K03525,type III pantothenate kinase [EC:2.7.1.33],K03525
2641945837,K19294,alginate O-acetyltransferase complex protein AlgI,K19294
2641945839,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",K03088
2641945860,K06168,tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3],K06168
2641945861,K00762,orotate phosphoribosyltransferase [EC:2.4.2.10],K00762
2641945863,K03525,type III pantothenate kinase [EC:2.7.1.33],K03525
2641945864,K03525,type III pantothenate kinase [EC:2.7.1.33],K03525
2641945871,K06137,pyrroloquinoline-quinone synthase [EC:1.3.3.11],K06137
2641945872,K18916,phosphonate dehydrogenase [EC:1.20.1.1],K18916
2641945873,K02042,phosphonate transport system permease protein,K02042
2641945874,K02044,phosphonate transport system substrate-binding protein,K02044
2641945875,K02041,phosphonate transport system ATP-binding protein [EC:7.3.2.2],K02041
2641945878,K00859,dephospho-CoA kinase [EC:2.7.1.24],K00859
2641945883,K01153,"type I restriction enzyme, R subunit [EC:3.1.21.3]",K01153
2641945884,K02030,polar amino acid transport system substrate-binding protein,K02030
2641945885,K03428,magnesium-protoporphyrin O-methyltransferase [EC:2.1.1.11],K03428
2641945894,K21395,TRAP-type transport system periplasmic protein,K21395
2641945895,K00606,3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11],K00606
2641945897,K00657,diamine N-acetyltransferase [EC:2.3.1.57],K00657
2641945899,K03795,sirohydrochlorin cobaltochelatase [EC:4.99.1.3],K03795
2641945901,K07259,serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-],K07259
2641945902,K21397,ABC transport system ATP-binding/permease protein,K21397
2641945907,K14340,mannosyltransferase [EC:2.4.1.-],K14340
2641945908,K06400,site-specific DNA recombinase,K06400
2641945909,K08234,glyoxylase I family protein,K08234
2641945914,K01940,argininosuccinate synthase [EC:6.3.4.5],K01940
2641945915,K01174,micrococcal nuclease [EC:3.1.31.1],K01174
2641945916,K03296,"hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",K03296
2641945920,K04040,chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133],K04040
2641945921,K01551,arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-],K01551
2641945925,K03439,tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33],K03439
2641945927,K00728,dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109],K00728
2641945939,K20454,"2,3-dimethylmalate lyase [EC:4.1.3.32]",K20454
2641945947,K03657,ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4],K03657
2641945950,K03496,chromosome partitioning protein,K03496
2641945957,K02238,competence protein ComEC,K02238
2641945959,K01878,glycyl-tRNA synthetase alpha chain [EC:6.1.1.14],K01878
2641945965,K08106,N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase [EC:2.8.2.33],K08106
2641945969,K01768,adenylate cyclase [EC:4.6.1.1],K01768
2641945970,K06911,"quercetin 2,3-dioxygenase [EC:1.13.11.24]",K06911
2641945981,K16870,N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289],K16870
2641945982,K02230,cobaltochelatase CobN [EC:6.6.1.2],K02230
2641945984,K11959,urea transport system substrate-binding protein,K11959
2641945985,K11960,urea transport system permease protein,K11960
2641945986,K11961,urea transport system permease protein,K11961
2641945987,K11962,urea transport system ATP-binding protein,K11962
2641945988,K11963,urea transport system ATP-binding protein,K11963
2641945994,K06991,uncharacterized protein,K06991
2641945998,K00558,DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],K00558
2641946004,K01915,glutamine synthetase [EC:6.3.1.2],K01915
2641946007,K00873,pyruvate kinase [EC:2.7.1.40],K00873
2641946009,K01738,cysteine synthase [EC:2.5.1.47],K01738
2641946012,K01724,4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96],K01724
2641946014,K02536,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191],K02536
2641946017,K03705,heat-inducible transcriptional repressor,K03705
2641946019,K11526,"two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL",K11526
2641946021,K11525,methyl-accepting chemotaxis protein PixJ,K11525
2641946022,K11524,positive phototaxis protein PixI,K11524
2641946024,K11522,"two-component system, chemotaxis family, response regulator PixG",K11522
2641946027,K00797,spermidine synthase [EC:2.5.1.16],K00797
2641946028,K23997,ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase [EC:4.2.1.136 5.1.99.6],K23997
2641946030,K00566,tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13],K00566
2641946031,K06045,squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129],K06045
2641946032,K04035,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [EC:1.14.13.81],K04035
2641946035,K02911,large subunit ribosomal protein L32,K02911
2641946036,K07568,S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17],K07568
2641946038,K07460,putative endonuclease,K07460
2641946040,K02316,DNA primase [EC:2.7.7.101],K02316
2641946042,K03625,transcription antitermination protein NusB,K03625
2641946043,K03110,fused signal recognition particle receptor,K03110
2641946044,K07315,phosphoserine phosphatase RsbU/P [EC:3.1.3.3],K07315
2641946045,K01755,argininosuccinate lyase [EC:4.3.2.1],K01755
2641946048,K21231,"3,8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin) [EC:1.3.7.13]",K21231
2641946049,K03500,16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176],K03500
2641946051,K01429,urease subunit beta [EC:3.5.1.5],K01429
2641946052,K03189,urease accessory protein,K03189
2641946053,K03190,urease accessory protein,K03190
2641946054,K03187,urease accessory protein,K03187
2641946055,K03188,urease accessory protein,K03188
2641946056,K01428,urease subunit alpha [EC:3.5.1.5],K01428
2641946058,K02639,ferredoxin,K02639
2641946059,K01174,micrococcal nuclease [EC:3.1.31.1],K01174
2641946060,K01092,myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25],K01092
2641946062,K01892,histidyl-tRNA synthetase [EC:6.1.1.21],K01892
2641946078,K03699,"magnesium and cobalt exporter, CNNM family",K03699
2641946083,K09744,uncharacterized protein,K09744
2641946086,K02836,peptide chain release factor 2,K02836
2641946091,K11781,5-amino-6-(D-ribitylamino)uracil---L-tyrosine 4-hydroxyphenyl transferase [EC:2.5.1.147],K11781
2641946095,K16052,MscS family membrane protein,K16052
2641946098,K14596,zeaxanthin glucosyltransferase [EC:2.4.1.276],K14596
2641946101,K02482,"two-component system, NtrC family, sensor kinase [EC:2.7.13.3]",K02482
2641946103,K07393,glutathionyl-hydroquinone reductase [EC:1.8.5.7],K07393
2641946105,K06999,phospholipase/carboxylesterase,K06999
2641946107,K13038,phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5],K13038
2641946109,K15977,putative oxidoreductase,K15977
2641946111,K09117,uncharacterized protein,K09117
2641946117,K13282,cyanophycinase [EC:3.4.15.6],K13282
2641946118,K01406,serralysin [EC:3.4.24.40],K01406
2641946121,K12574,ribonuclease J [EC:3.1.-.-],K12574
2641946122,K01714,4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7],K01714
2641946124,K00133,aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],K00133
2641946125,K03545,trigger factor,K03545
2641946126,K01358,"ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]",K01358
2641946127,K03544,ATP-dependent Clp protease ATP-binding subunit ClpX,K03544
2641946134,K03750,molybdopterin molybdotransferase [EC:2.10.1.1],K03750
2641946135,K03394,precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151],K03394
2641946139,K00845,glucokinase [EC:2.7.1.2],K00845
2641946147,K08217,"MFS transporter, DHA3 family, macrolide efflux protein",K08217
2641946148,K00790,UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7],K00790
2641946150,K00259,alanine dehydrogenase [EC:1.4.1.1],K00259
2641946152,K03437,"RNA methyltransferase, TrmH family",K03437
2641946157,K01609,indole-3-glycerol phosphate synthase [EC:4.1.1.48],K01609
2641946162,K09005,uncharacterized protein,K09005
2641946163,K11332,"two-component system, OmpR family, response regulator NblR",K11332
2641946164,K00858,NAD+ kinase [EC:2.7.1.23],K00858
2641946166,K02643,cytochrome b6-f complex subunit 7,K02643
2641946172,K01322,prolyl oligopeptidase [EC:3.4.21.26],K01322
2641946175,K19623,"two-component system, probable response regulator PhcQ",K19623
2641946177,K07499,putative transposase,K07499
2641946187,K11325,L-cysteine/cystine lyase,K11325
2641946197,K21929,uracil-DNA glycosylase [EC:3.2.2.27],K21929
2641946253,K07496,putative transposase,K07496
2641946257,K01662,1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7],K01662
2641946269,K09014,Fe-S cluster assembly protein SufB,K09014
2641946271,K09012,"DeoR family transcriptional regulator, suf operon transcriptional repressor",K09012
2641946274,K00767,nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19],K00767
2641946289,K06217,phosphate starvation-inducible protein PhoH and related proteins,K06217
2641946290,K06960,uncharacterized protein,K06960
2641946291,K02959,small subunit ribosomal protein S16,K02959
2641946294,K03106,signal recognition particle subunit SRP54 [EC:3.6.5.4],K03106
2641946304,K16150,glycogen synthase [EC:2.4.1.11],K16150
2641946312,K01448,N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],K01448
2641946314,K00946,thiamine-monophosphate kinase [EC:2.7.4.16],K00946
2641946315,K00134,glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12],K00134
2641946315,K00150,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) [EC:1.2.1.59],K00150
2641946316,K01924,UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8],K01924
2641946317,K00075,UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98],K00075
2641946318,K09747,nucleoid-associated protein EbfC,K09747
2641946319,K25307,low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48],K25307
2641946322,K01810,glucose-6-phosphate isomerase [EC:5.3.1.9],K01810
2641946324,K02377,GDP-L-fucose synthase [EC:1.1.1.271],K02377
2641946338,K02340,DNA polymerase III subunit delta [EC:2.7.7.7],K02340
2641946340,K00595,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase [EC:2.1.1.132 2.1.1.289 2.1.1.196]",K00595
2641946344,K02563,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227],K02563
2641946346,K16066,3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-],K16066
2641946349,K02482,"two-component system, NtrC family, sensor kinase [EC:2.7.13.3]",K02482
2641946357,K01406,serralysin [EC:3.4.24.40],K01406
2641946360,K00821,acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17],K00821
2641946366,K01139,"GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]",K01139
2641946368,K09981,uncharacterized protein,K09981
2641946369,K02031,peptide/nickel transport system ATP-binding protein,K02031
2641946380,K20534,polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-],K20534
2641946381,K03707,thiaminase (transcriptional activator TenA) [EC:3.5.99.2],K03707
2641946384,K12073,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]",K12073
2641946386,K06923,uncharacterized protein,K06923
2641946393,K10843,DNA excision repair protein ERCC-3 [EC:5.6.2.4],K10843
2641946407,K03980,putative peptidoglycan lipid II flippase,K03980
2641946409,K19694,"two-component system, sensor histidine kinase ChiS",K19694
2641946410,K01703,3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35],K01703
2641946413,K01173,"endonuclease G, mitochondrial",K01173
2641946414,K06206,sugar fermentation stimulation protein A,K06206
2641946423,K01937,CTP synthase [EC:6.3.4.2],K01937
2641946428,K18954,"AraC family transcriptional regulator, transcriptional activator of pobA",K18954
2641946433,K02549,o-succinylbenzoate synthase [EC:4.2.1.113],K02549
2641946434,K08680,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]",K08680
2641946436,K23094,"2-carboxy-1,4-naphthoquinone phytyltransferase [EC:2.5.1.130]",K23094
2641946438,K02552,menaquinone-specific isochorismate synthase [EC:5.4.4.2],K02552
2641946444,K02551,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9],K02551
2641946458,K02276,cytochrome c oxidase subunit III [EC:7.1.1.9],K02276
2641946459,K02274,cytochrome c oxidase subunit I [EC:7.1.1.9],K02274
2641946460,K02275,cytochrome c oxidase subunit II [EC:7.1.1.9],K02275
2641946465,K00616,transaldolase [EC:2.2.1.2],K00616
2641946468,K02313,chromosomal replication initiator protein,K02313
2641946472,K09710,ribosome-associated protein,K09710
2641946475,K03070,preprotein translocase subunit SecA [EC:7.4.2.8],K03070
2641946476,K03790,[ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267],K03790
2641946479,K07300,Ca2+:H+ antiporter,K07300
2641946484,K01476,arginase [EC:3.5.3.1],K01476
2641946489,K01879,glycyl-tRNA synthetase beta chain [EC:6.1.1.14],K01879
2641946490,K02003,putative ABC transport system ATP-binding protein,K02003
2641946494,K06921,uncharacterized protein,K06921
2641946497,K03320,"ammonium transporter, Amt family",K03320
2641946502,K05770,translocator protein,K05770
2641946504,K01082,"3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]",K01082
2641946510,K18889,"ATP-binding cassette, subfamily B, multidrug efflux pump",K18889
2641946511,K00052,3-isopropylmalate dehydrogenase [EC:1.1.1.85],K00052
2641946516,K01602,ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39],K01602
2641946518,K01601,ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39],K01601
2641946548,K03153,glycine oxidase [EC:1.4.3.19],K03153
2641946550,K01649,2-isopropylmalate synthase [EC:2.3.3.13],K01649
2641946555,K00812,aspartate aminotransferase [EC:2.6.1.1],K00812
2641946556,K23114,"damage-control phosphatase, subfamily III [EC:3.1.3.-]",K23114
2641946558,K18678,phytol kinase [EC:2.7.1.182],K18678
2641946559,K07496,putative transposase,K07496
2641946570,K07390,monothiol glutaredoxin,K07390
2641946571,K05527,"BolA family transcriptional regulator, general stress-responsive regulator",K05527
2641946577,K03564,thioredoxin-dependent peroxiredoxin [EC:1.11.1.24],K03564
2641946578,K01406,serralysin [EC:3.4.24.40],K01406
2641946588,K01406,serralysin [EC:3.4.24.40],K01406
2641946597,K03637,cyclic pyranopterin monophosphate synthase [EC:4.6.1.17],K03637
2641946601,K15226,arogenate dehydrogenase (NADP+) [EC:1.3.1.78],K15226
2641946612,K02460,general secretion pathway protein K,K02460
2641946620,K01061,carboxymethylenebutenolidase [EC:3.1.1.45],K01061
2641946665,K02160,acetyl-CoA carboxylase biotin carboxyl carrier protein,K02160
2641946668,K06991,uncharacterized protein,K06991
2641946734,K02314,replicative DNA helicase [EC:5.6.2.3],K02314
2641946739,K22522,cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-],K22522
2641946740,K02835,peptide chain release factor 1,K02835
2641946756,K04083,molecular chaperone Hsp33,K04083
2641946794,K02600,transcription termination/antitermination protein NusA,K02600
2641946834,K02600,transcription termination/antitermination protein NusA,K02600
2641946848,K03526,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3],K03526
2641946864,K02477,"two-component system, LytTR family, response regulator",K02477
2641946869,K02356,elongation factor P,K02356
2641946883,K03075,preprotein translocase subunit SecG,K03075
2641946904,K03406,methyl-accepting chemotaxis protein,K03406
2641946917,K01154,"type I restriction enzyme, S subunit [EC:3.1.21.3]",K01154
2641946932,K03770,peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8],K03770
2641946989,K09800,translocation and assembly module TamB,K09800
2641947001,K07068,uncharacterized protein,K07068
2641947022,K01937,CTP synthase [EC:6.3.4.2],K01937
2641947074,K03705,heat-inducible transcriptional repressor,K03705
2641947086,K06381,stage II sporulation protein D,K06381
2641947093,K03466,"DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",K03466
2641947101,K18691,membrane-bound lytic murein transglycosylase F [EC:4.2.2.-],K18691
2641947112,K04096,DNA processing protein,K04096
2641947124,K03973,phage shock protein C,K03973
2641947156,K07566,L-threonylcarbamoyladenylate synthase [EC:2.7.7.87],K07566
2641947175,K01890,phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20],K01890
2641947186,K09761,16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193],K09761
2641947207,K03497,"ParB family transcriptional regulator, chromosome partitioning protein",K03497
2641947235,K03521,electron transfer flavoprotein beta subunit,K03521
2641947355,K05606,methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1],K05606
2641947379,K01589,5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18],K01589
2641947434,K01719,uroporphyrinogen-III synthase [EC:4.2.1.75],K01719
2641947435,K04096,DNA processing protein,K04096
2641947441,K03787,5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6],K03787
2641947464,K02316,DNA primase [EC:2.7.7.101],K02316
2641947488,K07074,uncharacterized protein,K07074
2641947521,K02614,acyl-CoA thioesterase [EC:3.1.2.-],K02614
2641947524,K00748,lipid-A-disaccharide synthase [EC:2.4.1.182],K00748
2641947551,K07058,membrane protein,K07058
2641947578,K00228,coproporphyrinogen III oxidase [EC:1.3.3.3],K00228
2641947592,K02961,small subunit ribosomal protein S17,K02961
2641947624,K01858,myo-inositol-1-phosphate synthase [EC:5.5.1.4],K01858
2641947647,K00859,dephospho-CoA kinase [EC:2.7.1.24],K00859
2641947671,K07042,probable rRNA maturation factor,K07042
2641947676,K09125,queuosine precursor transporter,K09125
2641947692,K00075,UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98],K00075
2641947694,K00793,riboflavin synthase [EC:2.5.1.9],K00793
2641947747,K03569,rod shape-determining protein MreB and related proteins,K03569
2641947762,K07451,5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-],K07451
2641947800,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",K03088
2641947811,K08982,putative membrane protein,K08982
2641947814,K00981,phosphatidate cytidylyltransferase [EC:2.7.7.41],K00981
2641947855,K03465,thymidylate synthase (FAD) [EC:2.1.1.148],K03465
2641947879,K01689,enolase [EC:4.2.1.11],K01689
2641947892,K03797,carboxyl-terminal processing protease [EC:3.4.21.102],K03797
2641947899,K07002,serine hydrolase [EC:3.-.-.-],K07002
2641947905,K03553,recombination protein RecA,K03553
2641947925,K02825,pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9],K02825
2641947954,K01619,deoxyribose-phosphate aldolase [EC:4.1.2.4],K01619
2641947977,K10947,"PadR family transcriptional regulator, regulatory protein PadR",K10947
2641947978,K04083,molecular chaperone Hsp33,K04083
2641947981,K01126,glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46],K01126
2641947982,K01945,phosphoribosylamine---glycine ligase [EC:6.3.4.13],K01945
2641947988,K02871,large subunit ribosomal protein L13,K02871
2641947994,K07164,uncharacterized protein,K07164
2641948083,K06902,"MFS transporter, UMF1 family",K06902
2641948111,K15633,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]",K15633
2641948153,K22736,vacuolar iron transporter family protein,K22736
2641948195,K03631,DNA repair protein RecN (Recombination protein N),K03631
2641948218,K03558,membrane protein required for colicin V production,K03558
2641948244,K22468,polyphosphate kinase [EC:2.7.4.34],K22468
2641948261,K02897,large subunit ribosomal protein L25,K02897
2641948262,K01056,"peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]",K01056
2641948274,K09131,uncharacterized protein,K09131
2641948276,K06987,uncharacterized protein,K06987
2641948281,K04564,"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",K04564
2641948304,K01556,kynureninase [EC:3.7.1.3],K01556
2641948312,K13592,regulator of CtrA degradation,K13592
2641948315,K01689,enolase [EC:4.2.1.11],K01689
2641948317,K06911,"quercetin 2,3-dioxygenase [EC:1.13.11.24]",K06911
2641948384,K00766,anthranilate phosphoribosyltransferase [EC:2.4.2.18],K00766
2641948406,K06872,uncharacterized protein,K06872
2641948427,K03924,MoxR-like ATPase [EC:3.6.3.-],K03924
2641948443,K02864,large subunit ribosomal protein L10,K02864
2641948449,K04087,modulator of FtsH protease HflC,K04087
2641948512,K02171,"BlaI family transcriptional regulator, penicillinase repressor",K02171
2641948543,K00859,dephospho-CoA kinase [EC:2.7.1.24],K00859
2641948558,K08999,uncharacterized protein,K08999
2641948593,K01448,N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],K01448
2641948600,K11991,tRNA(adenine34) deaminase [EC:3.5.4.33],K11991
2641948640,K05979,2-phosphosulfolactate phosphatase [EC:3.1.3.71],K05979
2641948658,K02887,large subunit ribosomal protein L20,K02887
2641948683,K01610,phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49],K01610
2641948745,K13583,GcrA cell cycle regulator,K13583
2641948751,K00554,tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228],K00554
2641948794,K02904,large subunit ribosomal protein L29,K02904
2641948795,K02961,small subunit ribosomal protein S17,K02961
2641948808,K02372,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59],K02372
2641948822,K02456,general secretion pathway protein G,K02456
2641948844,K00560,thymidylate synthase [EC:2.1.1.45],K00560
2641948887,K02876,large subunit ribosomal protein L15,K02876
2641948906,K00798,cob(I)alamin adenosyltransferase [EC:2.5.1.17],K00798
2641948937,K00560,thymidylate synthase [EC:2.1.1.45],K00560
2641948982,K02520,translation initiation factor IF-3,K02520
2641948990,K14998,surfeit locus 1 family protein,K14998
2641949007,K02477,"two-component system, LytTR family, response regulator",K02477
2641949033,K04065,hyperosmotically inducible periplasmic protein,K04065
2641949101,K02878,large subunit ribosomal protein L16,K02878
2641949110,K07497,putative transposase,K07497
2641949162,K00240,succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1],K00240
2641949183,K03744,LemA protein,K03744
2641949260,K02066,phospholipid/cholesterol/gamma-HCH transport system permease protein,K02066
2641949377,K16922,putative peptide zinc metalloprotease protein,K16922
2641949414,K21929,uracil-DNA glycosylase [EC:3.2.2.27],K21929
2641949435,K00626,acetyl-CoA C-acetyltransferase [EC:2.3.1.9],K00626
2641949601,K00794,"6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]",K00794
2641949734,K00554,tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228],K00554
2641949784,K03734,FAD:protein FMN transferase [EC:2.7.1.180],K03734
2641949795,K03629,DNA replication and repair protein RecF,K03629
2641949834,K02337,DNA polymerase III subunit alpha [EC:2.7.7.7],K02337
2641949872,K01448,N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],K01448
2641949880,K03830,putative acetyltransferase [EC:2.3.1.-],K03830
2641949929,K00759,adenine phosphoribosyltransferase [EC:2.4.2.7],K00759
2641949958,K01638,malate synthase [EC:2.3.3.9],K01638
2641949966,K06153,undecaprenyl-diphosphatase [EC:3.6.1.27],K06153
2641949987,K05794,tellurite resistance protein TerC,K05794
2641950022,K06891,ATP-dependent Clp protease adaptor protein ClpS,K06891
2641950043,K00549,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14],K00549
2641950055,K02834,ribosome-binding factor A,K02834
2641950080,K03525,type III pantothenate kinase [EC:2.7.1.33],K03525
2641950098,K09903,uridylate kinase [EC:2.7.4.22],K09903
2641950137,K03637,cyclic pyranopterin monophosphate synthase [EC:4.6.1.17],K03637
2641950142,K02066,phospholipid/cholesterol/gamma-HCH transport system permease protein,K02066
2641950165,K07447,putative pre-16S rRNA nuclease [EC:3.1.-.-],K07447
2641950180,K01868,threonyl-tRNA synthetase [EC:6.1.1.3],K01868
2641950184,K06320,spore maturation protein CgeB,K06320
2641950208,K21430,aldose sugar dehydrogenase [EC:1.1.5.-],K21430
2641950213,K00240,succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1],K00240
2641950223,K22278,peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104],K22278
2641950235,K00954,pantetheine-phosphate adenylyltransferase [EC:2.7.7.3],K00954
2641950239,K05576,NAD(P)H-quinone oxidoreductase subunit 4L [EC:7.1.1.2],K05576
2641950240,K05578,NAD(P)H-quinone oxidoreductase subunit 6 [EC:7.1.1.2],K05578
2641950241,K05580,NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2],K05580
2641950242,K05572,NAD(P)H-quinone oxidoreductase subunit 1 [EC:7.1.1.2],K05572
2641950243,K01647,citrate synthase [EC:2.3.3.1],K01647
2641950244,K08296,phosphohistidine phosphatase [EC:3.1.3.-],K08296
2641950251,K03149,thiazole synthase [EC:2.8.1.10],K03149
2641950255,K01599,uroporphyrinogen decarboxylase [EC:4.1.1.37],K01599
2641950287,K02913,large subunit ribosomal protein L33,K02913
2641950289,K03110,fused signal recognition particle receptor,K03110
2641950291,K09861,uncharacterized protein,K09861
2641950301,K00789,S-adenosylmethionine synthetase [EC:2.5.1.6],K00789
2641950312,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",K03088
2641950315,K07483,transposase,K07483
2641950316,K07497,putative transposase,K07497
2641950338,K24204,mannitol-1-/sugar-/sorbitol-6-/2-deoxyglucose-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50 3.1.3.68],K24204
2641950340,K19294,alginate O-acetyltransferase complex protein AlgI,K19294
2641950351,K03442,small conductance mechanosensitive channel,K03442
2641950353,K03521,electron transfer flavoprotein beta subunit,K03521
2641950391,K01934,5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2],K01934
2641950393,K06920,7-cyano-7-deazaguanine synthase [EC:6.3.4.20],K06920
2641950404,K02237,competence protein ComEA,K02237
2641950429,K04066,primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:5.6.2.4],K04066
2641950476,K01251,adenosylhomocysteinase [EC:3.13.2.1],K01251
2641950485,K02106,short-chain fatty acids transporter,K02106
